"","document","term","count",".topic"
"5474","50","delphi",2,5
"5475","50","education",1,12
"5476","50","gebiet",2,5
"5477","50","ibs",1,37
"5478","50","profil",2,37
"5479","50","projektpartn",1,37
"5480","50","stakehold",2,5
"5481","50","unterrichtsangebot",1,37
"5482","50","unterrichtssequenz",1,37
"5483","50","zeitgemass",1,37
"5484","1244","aufgabenstell",1,5
"5485","1244","betreu",1,8
"5486","1244","charakterisier",1,8
"5487","1244","charakterisiert",1,22
"5488","1244","emotion",1,8
"5489","1244","informell",2,22
"5490","1244","leitend",1,8
"5491","1244","lernort",1,8
"5492","1244","personal",1,14
"5493","1244","region",1,8
"5494","1244","schulerlabor",3,8
"5495","1244","tag",1,8
"5496","1244","verhalt",1,14
"5497","1070","einstieg",1,23
"5498","1070","entwicklungsarbeit",1,23
"5499","1070","lehrtext",1,23
"5500","1070","mocht",1,23
"5501","1070","mull",1,23
"5502","1070","niedrig",1,23
"5503","1070","praxistaug",1,23
"5504","1070","quantenphys",3,23
"5505","1070","real",1,10
"5506","1070","realexperiment",2,23
"5507","1070","schulergerecht",2,23
"5508","1070","schulpraxis",1,23
"5509","1070","simulation",2,23
"5510","1070","unterrichtskonzeption",2,23
"5511","1329","konzeptualisier",1,32
"5512","1329","konzeptuell",1,32
"5513","1329","latent",2,14
"5514","1329","skal",1,14
"5515","1329","zuruckgreif",1,14
"5516","1091","angewendet",1,35
"5517","1091","arbeitsphas",1,35
"5518","1091","gewinnbring",1,35
"5519","1091","grenz",1,35
"5520","1091","handlungsqualitat",1,35
"5521","1091","los",2,13
"5522","1091","medizin",1,11
"5523","1091","performanzt",5,35
"5524","1091","problemsituation",1,35
"5525","1091","stamm",1,35
"5526","1091","testverfahr",1,35
"5527","1091","unterrichtsplan",1,35
"5528","1091","workshop",1,35
"5529","1091","workshops",1,35
"5530","1282","computergestutzt",1,10
"5531","1282","grenz",1,19
"5532","1282","modellverstandnis",1,35
"5533","1282","niveaustuf",1,19
"5534","1282","praktikum",1,19
"5535","1282","stetig",1,19
"5536","1282","wissenschaftsverstandnis",1,3
"5537","1282","zielgerichtet",1,19
"5538","1492","chemiebezog",2,5
"5539","1492","fachunterricht",3,7
"5540","1492","moll",1,12
"5541","1492","primarstuf",1,10
"5542","1492","sachunterricht",3,7
"5543","1492","siebt",1,7
"5544","1492","stattfindet",1,12
"5545","1492","ubergang",2,12
"5546","728","assessment",1,36
"5547","728","education",1,12
"5548","728","entdeck",1,25
"5549","728","formativ",3,36
"5550","728","forschend",1,25
"5551","728","generell",1,25
"5552","728","lehrperson",1,25
"5553","728","schulalltag",1,12
"5554","728","schulstuf",1,25
"5555","728","schweiz",1,30
"5556","728","unterrichtsvorbereit",1,30
"5557","1247","ausstell",1,18
"5558","1247","berufsorientier",3,5
"5559","1247","fachunterricht",3,7
"5560","1247","gesammelt",1,7
"5561","1247","kontextorientiert",1,11
"5562","1247","mathemat",1,13
"5563","1247","mint",2,7
"5564","1247","unternehm",1,5
"5565","1247","unterrichtsmaterial",1,7
"5566","197","antwort",1,34
"5567","197","vorgegeb",1,10
"5568","985","aloud",2,13
"5569","985","diagnost",1,20
"5570","985","evidenz",1,10
"5571","985","gebet",1,20
"5572","985","kontrastier",1,21
"5573","985","real",1,10
"5574","985","schulerleist",1,37
"5575","985","schulertext",1,21
"5576","985","sprachlich",1,20
"5577","985","think",2,13
"5578","985","urteil",1,17
"5579","985","verfahr",1,18
"5580","1451","fachunterricht",1,7
"5581","1451","math",3,13
"5582","1451","mathemat",2,13
"5583","1451","medi",6,28
"5584","1451","mint",1,7
"5585","1451","strategi",1,5
"5586","1451","zuletzt",1,28
"5587","198","ausbildungsphas",1,35
"5588","198","entwicklungsstand",1,26
"5589","198","lehramtsstudent",1,4
"5590","198","promotionsvorhab",1,35
"5591","603","chemielehramtsstudier",1,2
"5592","603","erkenntnismethod",1,14
"5593","603","forschungsarbeit",2,14
"5594","603","grundlagenforsch",1,22
"5595","603","promotionsprogramm",2,22
"5596","603","variant",1,35
"5597","603","zugleich",1,22
"5598","21","analyseinstrument",1,29
"5599","21","betreff",1,15
"5600","21","erklar",1,32
"5601","21","experimentieraufgab",1,6
"5602","21","experimentiert",3,16
"5603","21","fruhjahr",1,15
"5604","21","larg",1,15
"5605","21","rund",2,11
"5606","21","scal",1,15
"5607","21","schulstuf",3,23
"5608","21","schwierigkeitserzeug",1,15
"5609","29","anleit",1,4
"5610","29","erfull",1,4
"5611","29","forschend",4,25
"5612","29","offnung",1,25
"5613","29","sachunterricht",2,7
"5614","29","strom",1,4
"5615","29","wass",1,4
"5616","29","werkstatt",4,4
"5617","542","bevor",1,6
"5618","542","datenauswert",1,6
"5619","542","diagnosekompetenz",3,6
"5620","542","diagnost",1,6
"5621","542","diagnostizi",1,6
"5622","542","disi",1,6
"5623","542","experimentieraufgab",1,6
"5624","542","experimentierprozess",1,6
"5625","542","gesetz",1,6
"5626","542","schulerexperiment",1,6
"5627","542","schulerschwier",1,6
"5628","542","unbekannt",1,6
"5629","1155","behandl",1,29
"5630","1155","ergab",1,4
"5631","1155","erklar",1,32
"5632","1155","erklart",2,32
"5633","1155","hilfreich",1,29
"5634","1155","inn",2,29
"5635","1155","lehrbuch",1,35
"5636","1203","analyt",1,35
"5637","1203","bereichsspezif",1,30
"5638","1203","chemiestudier",2,30
"5639","1203","pradiktor",1,30
"5640","1203","semest",3,30
"5641","1203","studienerfolg",3,30
"5642","1203","teilbereich",2,30
"5643","1269","angekomm",1,28
"5644","1269","erweit",1,33
"5645","1269","facherverbind",1,33
"5646","1269","koch",1,15
"5647","1269","traditionell",1,26
"5648","609","aecc",1,23
"5649","609","aufgefordert",1,23
"5650","609","bestat",2,23
"5651","609","elektromagnet",1,23
"5652","609","erweit",1,23
"5653","609","forschungsarbeit",1,23
"5654","609","gefahr",1,23
"5655","609","geleistet",1,23
"5656","609","hopf",3,23
"5657","609","neumann",3,23
"5658","609","nutzlich",1,23
"5659","609","schulervorstell",4,23
"5660","609","schulstuf",1,23
"5661","609","sichtbar",1,23
"5662","609","strahlung",6,23
"5663","609","vorarbeit",1,23
"5664","951","experimentieraufgab",1,6
"5665","951","schulbuch",5,30
"5666","951","schulerexperiment",1,6
"5667","951","somm",1,6
"5668","951","unterrichtsvorbereit",1,30
"5669","1095","fragebogendat",1,24
"5670","1095","klassenfuhr",1,24
"5671","1095","lernrelevant",1,24
"5672","1095","microteaching",1,24
"5673","1095","teilprozess",1,24
"5674","1095","ubereinstimm",1,24
"5675","1095","unterrichtshandeln",1,24
"5676","1095","unterrichtsminiatur",2,24
"5677","1095","unterrichtsqualitat",3,24
"5678","927","diagnost",1,20
"5679","927","diskrepanz",1,4
"5680","927","objektiv",1,28
"5681","927","physikpraktikum",1,4
"5682","927","prozedural",1,20
"5683","927","radioaktivitat",1,11
"5684","927","realexperiment",1,5
"5685","927","smartp",1,4
"5686","932","abstrakt",2,26
"5687","932","aloud",1,13
"5688","932","anschaulich",1,26
"5689","932","chemiestudier",1,30
"5690","932","chemiestudium",1,9
"5691","932","chemistry",1,28
"5692","932","diagnost",1,20
"5693","932","erstsemesterstudier",1,30
"5694","932","gesetz",1,6
"5695","932","gesprach",1,22
"5696","932","interaktiv",2,28
"5697","932","leistungsstark",1,30
"5698","932","lernein",1,28
"5699","932","mathemat",1,13
"5700","932","mental",1,28
"5701","932","onlin",1,3
"5702","932","prakonzept",1,26
"5703","932","reprasentationseb",1,12
"5704","932","representation",1,9
"5705","932","simulation",2,28
"5706","932","studienbeginn",1,30
"5707","932","teilcheneb",2,28
"5708","932","think",1,13
"5709","932","verhalt",1,18
"5710","932","videogestutzt",1,28
"5711","1357","anzahl",1,34
"5712","1357","elektr",1,26
"5713","1357","energi",6,34
"5714","1357","kategori",1,37
"5715","1357","kulturell",1,26
"5716","1357","schulervorstell",2,23
"5717","1357","sprach",1,34
"5718","1357","strom",1,34
"5719","1357","ubersicht",1,34
"5720","668","comput",1,28
"5721","668","digital",2,28
"5722","668","hinreich",1,1
"5723","668","medi",3,28
"5724","668","schulunterricht",1,8
"5725","668","seminar",1,6
"5726","668","teilnehmerinn",1,28
"5727","299","effektiv",3,4
"5728","299","fachunterricht",1,7
"5729","299","identifizier",1,4
"5730","299","prinzip",1,1
"5731","299","ubungsaufgab",1,31
"5732","299","variablenkontrollstrategi",1,36
"5733","779","bildungsreform",1,1
"5734","779","chemielehrkraft",2,1
"5735","779","inklusiv",2,1
"5736","779","prinzip",2,1
"5737","779","schulsyst",1,1
"5738","779","seminar",1,6
"5739","779","sonderpadagog",1,1
"5740","779","umstell",1,1
"5741","779","unterrichtsgestalt",1,1
"5742","779","ver",1,1
"5743","406","education",1,12
"5744","406","hypothesengeleitet",1,20
"5745","406","implementier",1,20
"5746","406","kodiermanual",2,37
"5747","406","lehramtsstudent",2,4
"5748","406","seminar",1,6
"5749","406","vorarbeit",1,23
"5750","929","alst",1,35
"5751","929","ausmass",1,35
"5752","929","chemistry",1,35
"5753","929","diagramm",1,35
"5754","929","essentiell",1,35
"5755","929","fachwissenst",1,35
"5756","929","ingenieurwissenschaft",1,35
"5757","929","klausur",1,35
"5758","929","korreliert",1,35
"5759","929","leistung",2,35
"5760","929","modellverstandnis",3,35
"5761","929","performanz",1,35
"5762","929","studienerfolg",1,30
"5763","929","visualisier",1,35
"5764","929","visuell",4,35
"5765","1167","experimentiert",2,16
"5766","1167","facett",1,36
"5767","1167","problemtyp",2,33
"5768","1167","protokolliert",1,33
"5769","1167","reihenfolg",1,33
"5770","940","defini",1,20
"5771","940","experimentierphas",1,4
"5772","940","mechan",1,16
"5773","940","nach",1,16
"5774","940","praktikum",1,4
"5775","940","protokoll",1,4
"5776","502","bericht",1,20
"5777","502","computergestutzt",1,10
"5778","502","handlungsqualitat",1,13
"5779","502","individualisiert",1,20
"5780","502","lernpsycholog",1,18
"5781","502","los",3,13
"5782","1470","allgemeinbild",1,5
"5783","1470","berufsorientier",1,5
"5784","1470","berufswahl",1,5
"5785","1470","elt",1,5
"5786","1470","hieraus",1,7
"5787","1470","identifikation",1,7
"5788","1470","kind",1,2
"5789","1470","migrationshintergrund",3,5
"5790","1470","mint",7,7
"5791","1470","problemlag",1,7
"5792","1186","aufgabenbezog",2,13
"5793","1186","aufgabenschwier",1,31
"5794","1186","hoch",2,31
"5795","1186","kompetenzmess",2,9
"5796","1186","kompetenzt",1,9
"5797","1186","matrix",1,13
"5798","1186","testaufgab",2,33
"5799","1186","walpuski",1,5
"5800","425","augenmerk",1,12
"5801","425","mathemat",1,13
"5802","425","messdat",1,4
"5803","425","physikpraktika",1,4
"5804","425","postt",1,12
"5805","425","praktikum",3,4
"5806","425","praktikumsversuch",1,4
"5807","1254","abstrakt",3,26
"5808","1254","darstellungsform",1,26
"5809","1254","erklar",1,32
"5810","1254","extern",1,26
"5811","1254","fachwissenserwerb",1,26
"5812","1254","indikator",1,26
"5813","1254","matrix",1,26
"5814","1254","reaktion",2,26
"5815","1254","reprasentation",4,18
"5816","1254","saur",2,26
"5817","1254","unerlass",1,26
"5818","1254","verbal",1,26
"5819","1254","wissenserwerb",1,10
"5820","1347","differenzier",5,36
"5821","1347","gegenubergestellt",1,36
"5822","1347","heterogenitat",1,20
"5823","1347","lernleit",2,36
"5824","1347","materiali",1,16
"5825","1347","schulervariabl",1,36
"5826","1347","unterrichtsprozess",1,36
"5827","1347","westfal",1,36
"5828","1489","fachdisziplin",1,30
"5829","1489","kauertz",1,30
"5830","1489","sachstruktur",3,30
"5831","1489","schulbuch",4,30
"5832","1489","softwar",1,30
"5833","1489","unterrichtsvorbereit",1,30
"5834","1489","vernetz",1,1
"5835","283","belief",2,14
"5836","283","definition",1,9
"5837","283","deutschlandweit",3,9
"5838","283","haupt",1,29
"5839","283","nebenfach",1,9
"5840","283","nos",1,24
"5841","283","repertoir",1,9
"5842","283","schulstuf",1,23
"5843","283","vertieft",1,36
"5844","283","wissenserwerb",1,10
"5845","477","fachsem",1,36
"5846","477","fachwissenst",1,36
"5847","477","mathemat",1,13
"5848","477","mechan",1,37
"5849","477","mittl",1,36
"5850","477","professionswiss",1,37
"5851","477","profil",1,37
"5852","477","schulnot",1,36
"5853","477","schulwiss",2,36
"5854","477","vertieft",1,36
"5855","440","anbiet",1,8
"5856","440","auss",1,18
"5857","440","ausstell",1,18
"5858","440","authentizitat",1,18
"5859","440","besuch",2,8
"5860","440","informell",1,22
"5861","440","lernort",1,8
"5862","440","medial",2,18
"5863","440","offentlichkeitsarbeit",1,18
"5864","440","sensibilisi",1,8
"5865","440","sonderforschungsbereich",1,18
"5866","440","wissenschaftl",2,18
"5867","440","wissenschaftskommunikation",1,18
"5868","440","zugeschnitt",1,18
"5869","986","abstrakt",1,26
"5870","986","energi",1,34
"5871","986","global",1,34
"5872","986","koch",1,15
"5873","986","labor",1,6
"5874","986","lehrerfortbild",1,15
"5875","986","statist",1,5
"5876","986","wass",1,4
"5877","1340","akadem",2,30
"5878","1340","berufswahl",1,5
"5879","1340","chemiespezif",1,20
"5880","1340","diejen",1,5
"5881","1340","fahigkeitsselbstkonzept",1,5
"5882","1340","for",1,24
"5883","1340","geschlecht",1,3
"5884","1340","leistung",1,30
"5885","1340","migrationshintergrund",1,5
"5886","1340","psycholog",2,30
"5887","1340","sprachlich",1,20
"5888","933","akadem",1,30
"5889","933","alst",1,30
"5890","933","knowledg",4,30
"5891","933","lernleist",2,11
"5892","933","pradiktor",1,30
"5893","933","semest",2,30
"5894","933","studienerfolg",2,30
"5895","1446","aktivitat",1,34
"5896","1446","betreu",1,8
"5897","1446","erweiter",1,29
"5898","1446","gerat",1,16
"5899","1446","interessiert",2,29
"5900","1446","offentlichkeitsarbeit",1,25
"5901","1446","programm",1,7
"5902","1446","schulerlabor",2,8
"5903","1446","sfb",1,25
"5904","1446","sonderforschungsbereich",2,25
"5905","1446","vernetz",1,1
"5906","1446","wissenschaftl",1,29
"5907","437","artefakt",1,15
"5908","437","beizutrag",1,18
"5909","437","besuch",1,8
"5910","437","lernforsch",1,7
"5911","437","lernort",1,8
"5912","1503","charakterisi",2,21
"5913","1503","charakterisiert",1,21
"5914","1503","expertenrating",1,21
"5915","1503","gebildet",2,21
"5916","1503","kategori",1,37
"5917","1503","mental",3,31
"5918","1503","modellbild",1,13
"5919","1503","modellverstandnis",1,35
"5920","1503","problemloseprozess",1,13
"5921","1503","problemsituation",1,35
"5922","1503","zuordn",1,21
"5923","625","multimedial",1,28
"5924","625","orientier",1,21
"5925","625","region",1,25
"5926","625","station",1,25
"5927","625","virtuell",3,31
"5928","1304","feedback",1,4
"5929","1304","gleichermass",1,24
"5930","1304","kategori",1,37
"5931","1304","kollegial",1,24
"5932","1304","lehrperson",1,24
"5933","1304","lernrelevant",2,24
"5934","1304","microteaching",1,24
"5935","1304","reflexion",3,24
"5936","1304","reflexionsfah",1,24
"5937","1304","teilprozess",1,24
"5938","1304","unterrichtsqualitat",1,24
"5939","1304","vorzubereit",1,24
"5940","1432","grundschullehramt",2,2
"5941","1432","kind",1,2
"5942","1432","sachunterricht",1,7
"5943","838","chemistry",1,29
"5944","838","eilk",1,29
"5945","838","einbezieht",1,2
"5946","838","global",1,34
"5947","838","hopf",1,23
"5948","838","lernzirkel",1,29
"5949","838","organ",1,35
"5950","838","orientier",1,35
"5951","838","praktikum",1,28
"5952","838","programm",1,7
"5953","838","transf",1,31
"5954","838","wandel",1,22
"5955","1343","fremd",1,24
"5956","1343","geleg",1,22
"5957","1343","komplexitatsreduziert",1,37
"5958","1343","leistungst",1,5
"5959","1343","lernort",1,8
"5960","1343","physikdidakt",3,33
"5961","1343","praxissemest",1,37
"5962","1343","schulervorstell",1,23
"5963","1343","seminar",3,6
"5964","190","kodier",1,37
"5965","190","mechan",1,37
"5966","190","professionswiss",1,37
"5967","190","prowin",1,37
"5968","190","sachstruktur",1,37
"5969","190","schulerleist",2,37
"5970","190","unterrichtshandeln",1,37
"5971","190","unterrichtsstund",1,37
"5972","1184","aktivitat",1,34
"5973","1184","bspw",1,11
"5974","1184","fachbezog",1,5
"5975","1184","konzeptverstandnis",2,11
"5976","1184","leistungsentwickl",1,11
"5977","1184","quer",1,11
"5978","1184","vorhersag",1,11
"5979","296","erzeug",1,10
"5980","296","evidenz",6,10
"5981","296","forschungsprozess",1,10
"5982","296","lehrerperspektiv",2,10
"5983","296","mitunt",1,10
"5984","296","rekonstruiert",1,10
"5985","296","unsich",4,10
"5986","296","videovignett",1,10
"5987","296","widerspruch",1,10
"5988","427","aufwend",1,4
"5989","427","bedarfsanalys",1,28
"5990","427","bildschirmexperiment",1,28
"5991","427","effizient",1,4
"5992","427","experimentierphas",1,4
"5993","427","idealisiert",1,4
"5994","427","interaktiv",1,28
"5995","427","notig",1,4
"5996","427","physikpraktikum",1,4
"5997","427","protokoll",2,4
"5998","427","prozessorientiert",1,5
"5999","427","realexperiment",1,5
"6000","427","smartp",3,4
"6001","531","abbruch",1,30
"6002","531","albrecht",1,30
"6003","531","ergab",1,4
"6004","531","gleichermass",1,35
"6005","531","heublein",2,30
"6006","531","physikstudier",1,30
"6007","531","physikstudium",1,30
"6008","531","studienerfolg",1,30
"6009","531","theyss",1,11
"6010","531","tiefergeh",1,35
"6011","531","workshops",1,35
"6012","204","absicht",1,23
"6013","204","anleit",1,3
"6014","204","praxistaug",1,23
"6015","204","realschul",1,29
"6016","204","unterrichtskonzeption",1,23
"6017","661","ander",1,34
"6018","661","experimentiert",1,16
"6019","661","kontrolliert",2,5
"6020","661","strategi",1,5
"6021","661","variablenkontrollstrategi",1,36
"6022","139","einh",1,12
"6023","139","individualisiert",2,12
"6024","139","lernform",1,12
"6025","139","mathemat",1,13
"6026","139","mint",1,7
"6027","139","moll",1,12
"6028","139","primarstuf",1,10
"6029","139","realisiert",1,12
"6030","139","ubergang",5,12
"6031","139","undod",1,12
"6032","139","unterrichtsprakt",1,12
"6033","1050","erklar",2,32
"6034","1050","handlungsqualitat",1,37
"6035","1050","performanzt",1,37
"6036","1050","profil",1,37
"6037","1050","rahmenbeding",1,15
"6038","1050","standardsituation",2,37
"6039","1050","testverfahr",1,37
"6040","1050","unterrichtshandeln",1,37
"6041","1050","vorgenomm",1,37
"6042","238","abstrakt",1,26
"6043","238","cognitiv",2,31
"6044","238","essentiell",1,35
"6045","238","eye",1,35
"6046","238","hochschulbereich",1,35
"6047","238","hurd",1,35
"6048","238","lehrbuch",1,35
"6049","238","lehrtext",1,35
"6050","238","lernmateriali",2,35
"6051","238","load",1,31
"6052","238","multimedia",1,28
"6053","238","multimedial",2,35
"6054","238","organ",2,35
"6055","238","semest",1,30
"6056","238","training",1,35
"6057","384","auswahl",1,10
"6058","384","dokumenti",1,1
"6059","384","gebet",1,21
"6060","384","ident",1,33
"6061","384","richt",1,1
"6062","384","unterrichtsverlauf",1,23
"6063","384","zeitraum",1,21
"6064","646","absicht",3,10
"6065","646","ausgegang",1,10
"6066","646","begunst",1,10
"6067","646","erb",1,10
"6068","646","erhebt",1,10
"6069","646","erschw",1,10
"6070","646","geschieht",1,33
"6071","646","handlung",1,10
"6072","646","pradiktor",1,30
"6073","646","skal",1,14
"6074","646","verhalt",2,14
"6075","646","warum",1,10
"6076","426","feedback",3,4
"6077","426","formulier",1,4
"6078","426","hilfestell",1,4
"6079","426","kurzvortrag",1,4
"6080","426","leicht",1,4
"6081","426","physikpraktika",2,4
"6082","426","physikpraktikum",1,4
"6083","426","protokoll",4,4
"6084","426","student",1,4
"6085","426","tutor",2,4
"6086","426","verdeut",1,4
"6087","306","einbind",1,7
"6088","306","ermittl",1,7
"6089","306","hingeg",1,7
"6090","306","implementier",1,20
"6091","306","sachunterricht",4,7
"6092","216","adressatenspezif",1,4
"6093","216","auss",2,4
"6094","216","effektivitat",1,27
"6095","216","hoch",1,4
"6096","216","kategorisiert",1,4
"6097","216","nachbereit",2,4
"6098","216","optimier",1,4
"6099","216","physikpraktikum",1,4
"6100","216","praktikum",1,4
"6101","216","protokoll",5,4
"6102","216","traditionell",1,4
"6103","216","zeitaufwand",1,4
"6104","216","zielsetz",1,4
"6105","195","heublein",2,27
"6106","195","interventionsgrupp",1,27
"6107","195","kritisiert",1,27
"6108","195","mangelnd",1,27
"6109","195","modul",1,27
"6110","195","selbstreguliert",2,27
"6111","195","srl",4,27
"6112","195","studienabbruchquot",1,27
"6113","195","studienerfolg",1,30
"6114","195","training",1,27
"6115","195","treatmentgrupp",1,27
"6116","195","ubung",1,27
"6117","195","zuvor",1,27
"6118","217","akzeptanz",1,4
"6119","217","anlag",1,11
"6120","217","durchschnitt",1,11
"6121","217","lernform",1,11
"6122","217","medizin",3,11
"6123","217","modul",1,27
"6124","217","onlin",2,3
"6125","217","physikpraktikum",2,11
"6126","217","praktikum",1,4
"6127","217","ubersetzt",1,9
"6128","217","university",1,9
"6129","217","vergleichsstudi",1,4
"6130","217","vorles",1,9
"6131","217","wahr",1,11
"6132","504","angeregt",2,34
"6133","504","chemielehr",1,17
"6134","504","histor",1,20
"6135","504","implementier",1,20
"6136","504","implizit",1,17
"6137","504","kreativ",2,17
"6138","504","kreativitat",3,17
"6139","504","reflexion",2,24
"6140","943","besitz",1,6
"6141","943","forschungsluck",1,6
"6142","943","hausaufgab",1,11
"6143","943","kompetenzorientiert",3,6
"6144","943","schulbuch",4,30
"6145","943","standard",1,15
"6146","943","unterrichtsvorbereit",1,30
"6147","909","angebahnt",1,12
"6148","909","austausch",1,1
"6149","909","beleucht",2,24
"6150","909","diversitat",1,1
"6151","909","fortbild",1,15
"6152","909","grenz",1,8
"6153","909","how",1,12
"6154","909","inzwisch",1,26
"6155","909","kollegial",1,24
"6156","909","kontinui",1,8
"6157","909","schnittstell",2,8
"6158","909","teach",1,12
"6159","909","teilnehmerinn",1,24
"6160","909","vorbereitungsdien",1,12
"6161","909","zahlt",1,12
"6162","925","hinreich",1,1
"6163","925","metakognitiv",1,10
"6164","925","pradiktor",1,30
"6165","925","selbstreguliert",1,27
"6166","925","situational",1,31
"6167","925","strategi",4,5
"6168","925","studieneingangsphas",1,30
"6169","925","studienerfolg",2,30
"6170","925","validitat",1,15
"6171","1379","classroom",1,3
"6172","1379","deklarativ",1,3
"6173","1379","effektiv",1,4
"6174","1379","forschungsstand",1,3
"6175","1379","hausaufgab",1,11
"6176","1379","konzeptuell",1,32
"6177","1379","multimedia",1,28
"6178","1379","onlin",2,3
"6179","1379","quasi",1,9
"6180","1379","unterrichtserklar",1,32
"6181","633","aktionsforsch",1,27
"6182","633","binnendifferenzier",2,18
"6183","633","effektivitat",1,27
"6184","633","hamburg",1,18
"6185","633","individualisier",1,18
"6186","633","jahrestag",1,35
"6187","633","lernhilf",2,18
"6188","633","partizipativ",1,27
"6189","633","praktikum",2,28
"6190","633","prinzipi",1,18
"6191","633","ubersetz",1,18
"6192","281","fachwissenszuwach",1,37
"6193","281","geling",1,37
"6194","281","mechan",2,37
"6195","281","professionswiss",5,37
"6196","281","prowin",1,37
"6197","281","schulerleist",1,37
"6198","281","schulervariabl",1,37
"6199","281","teilstichprob",1,37
"6200","281","unterrichtsein",2,27
"6201","281","unterrichtshandeln",1,37
"6202","281","unterrichtsstund",1,37
"6203","281","verantwort",1,37
"6204","281","zeitschrift",1,37
"6205","106","aufgreif",1,17
"6206","106","aufzugreif",1,17
"6207","106","auszugeh",1,17
"6208","106","bewertungskompetenz",1,19
"6209","106","erweiter",1,17
"6210","106","feld",1,26
"6211","106","growth",1,17
"6212","106","implizit",1,17
"6213","106","real",2,10
"6214","106","repertoir",1,17
"6215","106","strategi",1,5
"6216","106","urteil",5,17
"6217","106","warum",1,17
"6218","1256","begonn",1,12
"6219","1256","berlin",2,12
"6220","1256","bestandsaufnahm",2,12
"6221","1256","entschied",1,12
"6222","1256","forschungsarbeit",1,14
"6223","1256","herangefuhrt",1,12
"6224","1256","modul",1,27
"6225","1256","schulbuch",3,30
"6226","1256","seminar",1,6
"6227","1374","auffass",1,32
"6228","1374","begrund",3,32
"6229","1374","beizutrag",1,32
"6230","1374","definition",3,32
"6231","1374","erklar",3,32
"6232","1374","funktional",1,32
"6233","1374","geschicht",1,32
"6234","1374","handlung",2,32
"6235","1374","koordiniert",2,32
"6236","1374","operator",2,32
"6237","1374","polit",1,32
"6238","1374","schrift",2,32
"6239","1374","sprachbild",2,32
"6240","1374","sprachlich",3,32
"6241","460","jahrestag",2,35
"6242","460","lehrbuch",2,35
"6243","460","mittelstuf",1,35
"6244","460","physiklehr",1,35
"6245","460","prinzipi",1,35
"6246","460","statist",1,35
"6247","460","vorgelegt",1,35
"6248","610","angewendet",1,9
"6249","610","cern",1,9
"6250","610","existier",1,9
"6251","610","fehlvorstell",1,26
"6252","610","geschloss",1,33
"6253","610","lernein",1,9
"6254","610","physikdidakt",1,33
"6255","610","sprach",2,9
"6256","610","stuf",1,26
"6257","610","teilbereich",1,23
"6258","610","ubersetzt",2,9
"6259","610","unterrichtsein",1,27
"6260","610","unterrichtsplan",1,35
"6261","610","usa",1,9
"6262","1540","adaptivitat",1,28
"6263","1540","analog",1,28
"6264","1540","bedurfnis",1,11
"6265","1540","digital",4,28
"6266","1540","forschend",1,25
"6267","1540","individualisiert",1,28
"6268","1540","variant",1,35
"6269","1540","zugeschnitt",1,28
"6270","1519","elektrizitatslehr",1,26
"6271","1519","erklar",4,32
"6272","1519","facett",1,32
"6273","1519","fachdidaktikerinn",1,32
"6274","1519","falk",1,32
"6275","1519","koch",1,32
"6276","1519","kulturell",1,16
"6277","1519","mechan",1,16
"6278","1519","onlin",1,3
"6279","1519","osterreich",1,26
"6280","1519","reprasentation",1,18
"6281","1519","sprachlich",4,32
"6282","1519","unterrichtserklar",1,32
"6283","1519","unterrichtsnah",1,32
"6284","1519","verand",1,32
"6285","844","analyt",1,35
"6286","844","bachelorstudiengang",1,14
"6287","844","beforsch",1,15
"6288","844","epistemolog",2,14
"6289","844","experimentierprozess",1,28
"6290","844","leitfadeninterviews",1,15
"6291","844","metakognitiv",1,10
"6292","844","prozedural",2,15
"6293","844","selbstreguliert",1,27
"6294","844","zulass",1,21
"6295","1197","bericht",1,20
"6296","1197","digitalisier",1,28
"6297","1197","mast",2,12
"6298","1197","naturwissenschaftl",1,28
"6299","1197","not",1,30
"6300","1197","ort",2,19
"6301","1197","umstell",1,19
"6302","1197","wahr",1,19
"6303","1235","bildungsbereich",1,9
"6304","1235","formal",2,17
"6305","1235","grundlagenforsch",1,9
"6306","1235","interessiert",1,25
"6307","1235","kooperationsprojekt",1,9
"6308","1235","materiali",1,16
"6309","1235","offentlichkeitsarbeit",2,25
"6310","1235","sfb",3,25
"6311","1235","sonderforschungsbereich",1,25
"6312","1235","tatig",1,25
"6313","1235","vernetz",1,1
"6314","1479","gelernt",2,31
"6315","1479","inklusiv",1,1
"6316","1479","kooperativ",2,33
"6317","1479","leistungst",1,5
"6318","1479","lernsetting",1,1
"6319","1479","quasi",1,1
"6320","1479","sonderpadagog",2,1
"6321","1479","standort",1,1
"6322","1479","videovignett",2,10
"6323","1170","bachelorstudiengang",1,14
"6324","1170","cognitiv",1,31
"6325","1170","fachwissenst",1,36
"6326","1170","feldstudi",1,1
"6327","1170","interventionsmassnahm",1,5
"6328","1170","optimi",1,27
"6329","1170","praktika",1,28
"6330","1170","praktikum",1,28
"6331","1170","realisier",1,28
"6332","1170","sachunterricht",1,7
"6333","1170","sonderpadagog",1,1
"6334","1170","wirkungsvoll",1,22
"6335","955","bestat",1,23
"6336","955","lernort",1,8
"6337","955","nachbereit",3,8
"6338","955","onlin",1,3
"6339","955","plattform",1,8
"6340","955","psycholog",1,8
"6341","955","schulerlabor",2,8
"6342","955","schulerlaborbesuch",1,8
"6343","446","allgemeinbild",1,21
"6344","446","ausbildungsinhalt",1,2
